2	ˊ
chiuan4	𠠼
chiuan4	𨨗
chiuan4	𠑧
chiuan4	𣡒
chiun	峮
chiun	逡
chiun	蜠
chiun	踆
chiun	輑
chiun	夋
chiun	𠣟
chiun	𢓭
chiun	䞭
chiun	𧶞
chiun	𡈀
chiun	𧚉
chiun	𩎗
chiun	㟒
chiun	𡸙
chiun	𦽖
chiun	𢝺
chiun	󹵦
chiun2	群
chiun2	裙
chiun2	宭
chiun2	桾
chiun2	麇
chiun2	帬
chiun2	羣
chiun2	裠
chiun2	䭽
chiun2	䴢
chiun2	麕
chiun2	𢽏
chiun2	𤸷
chiun2	𣀆
chiun2	麏
chiun2	𨞗
chiun2	㟒
chiun2	𢃆
chiun2	𢂽
chiun2	𠹩
chiun2	𡲻
chiun2	𧛬
chiun2	㿏
chiun2	𤺽
chiun2	𪊼
chiun2	𣀄
chiun2	𤛭
chiun2	󺹏
chiun2	󽘚
chiun2	𬒽
chiun2	󺒴
chiun2	󺋧
chiun2	󽃖
chiun2	󼻠
chiun2	󼹻
chiun2	𪷧
chiun2	𬙹
chiun2	󹦵
chiun2	𫌔
chiun2	㪊
chiun2	𡝗
chiun2	𦀲
chiun2	𨐚
chiun2	𣜘
chiun2	𤐆
chiun2	𥜉
chiun3	𥹳
chiun3	䊎
chiun3	𦃢
chiun3	𥽊
chiun4	𧼐
chiung	穹
chiung	芎
chiung	銎
chiung	宆
chiung	焪
chiung	熍
chiung	𡸕
chiung	𦵡
chiung	𥑎
chiung	𣋶
chiung	𠫙
chiung	𢖸
chiung	𢛙
chiung	𨥍
chiung	𨥢
chiung	𨥲
chiung	𨧎
chiung	𨩹
chiung	𥩉
chiung	𩌽
chiung	𩙍
chiung	󺢙
chiung	󼽢
chiung	󹨫
chiung2	穹
chiung2	窮
chiung2	瓊
chiung2	邛
chiung2	芎
chiung2	桏
chiung2	笻
chiung2	赹
chiung2	惸
chiung2	筇
chiung2	舼
chiung2	蛩
chiung2	煢
chiung2	蒆
chiung2	跫
chiung2	輁
chiung2	瞏
chiung2	嬛
chiung2	橩
chiung2	璚
chiung2	藭
chiung2	藑
chiung2	瓗
chiung2	卭
chiung2	宆
chiung2	妚
chiung2	棾
chiung2	焭
chiung2	琼
chiung2	䊄
chiung2	䤝
chiung2	睘
chiung2	㒌
chiung2	儝
chiung2	㼇
chiung2	𡊼
chiung2	㝁
chiung2	㧭
chiung2	𠊫
chiung2	𡸕
chiung2	㷀
chiung2	䅃
chiung2	𡦃
chiung2	𤦱
chiung2	㮪
chiung2	𦵡
chiung2	䠻
chiung2	𩬛
chiung2	𦽓
chiung2	𥳎
chiung2	𦦝
chiung2	𥨪
chiung2	竆
chiung2	𤤑
chiung2	𦭭
chiung2	𧺓
chiung2	𤤶
chiung2	𠋸
chiung2	𦲄
chiung2	𩑓
chiung2	𢞏
chiung2	𩢗
chiung2	𩨯
chiung2	𧎦
chiung2	𩢽
chiung2	𠤊
chiung2	𨍶
chiung2	𪀛
chiung2	𡾈
chiung2	𤢶
chiung2	𦾵
chiung2	𦦧
chiung2	𠫙
chiung2	𢖸
chiung2	𢏔
chiung2	𠋕
chiung2	𢛙
chiung2	𥞱
chiung2	𧉨
chiung2	𧿖
chiung2	𡞦
chiung2	𦨰
chiung2	𧊡
chiung2	𠌻
chiung2	𡺺
chiung2	𦴇
chiung2	𧋯
chiung2	𧋳
chiung2	𧊮
chiung2	𧻛
chiung2	𠎽
chiung2	𢶇
chiung2	𥧺
chiung2	𦩺
chiung2	𦺺
chiung2	𧏒
chiung2	𩬰
chiung2	𣜧
chiung2	𡣱
chiung2	𦦞
chiung2	𨉺
chiung2	𦦡
chiung2	𧁰
chiung2	𧃜
chiung2	𧅉
chiung2	𧅓
chiung2	𦧁
chiung2	𠌖
chiung2	𠤂
chiung2	𡩫
chiung2	𡹗
chiung2	𢝼
chiung2	𣑦
chiung2	𥈶
chiung2	𥑱
chiung2	𥞣
chiung2	𦊷
chiung2	𧀟
chiung2	𧋄
chiung2	𧋹
chiung2	𧥧
chiung2	𨀯
chiung2	𨰪
chiung2	𩑏
chiung2	󺩙
chiung2	󺱙
chiung2	󻀁
chiung2	󻁩
chiung2	󻇌
chiung2	𪶉
chiung2	󽝩
chiung2	𬍩
chiung2	󺝛
chiung2	󺜰
chiung2	󺙾
chiung2	󺐟
chiung2	󺊡
chiung2	󹸆
chiung2	󼼧
chiung2	󼺟
chiung2	𬃕
chiung2	󼤶
chiung2	󼟈
chiung2	𪳈
chiung2	󼘲
chiung2	󼆿
chiung2	󼅴
chiung2	󹥆
chiung2	󻼀
chiung2	󻺐
chiung2	󻹠
chiung2	󻲏
chiung2	󻱺
chiung2	󻪩
chiung2	󻪨
chiung2	󻥍
chiung2	󻡽
chiung2	𬬝
chiung2	穷
chiung2	茕
chiung2	䓖
chiung2	󹝸
chiung2	󹛏
chiung2	󹚷
chiung2	󹚁
chiung2	󹓟
chiung2	󹒝
chiung2	󹏦
chiung2	󹎛
chiung2	󹈃
chiung2	𢽔
chiung2	𤩞
chiung2	𥨂
chiung2	𥨃
chiung2	𩬰
chiung2	𤪞
chiung2	𣞭
chiung2	瓊
chiung2	𥌔
chiung2	𤒍
chiung2	𪽱
chiung2	𪼌
chiung2	𪤩
chiung3	顈
chiung3	𦅐
chiung4	㑋
chiung4	䛪
chiung4	䠻
chiung4	𢮍
chiung4	𣶆
chiung4	𣇬
sh	ㄒ
shi	兮
shi	西
shi	吸
shi	希
shi	析
shi	屎
shi	唏
shi	奚
shi	悉
shi	晞
shi	淅
shi	烯
shi	畦
shi	訢
shi	晰
shi	棲
shi	犀
shi	稀
shi	溪
shi	僖
shi	熙
shi	蜥
shi	嘻
shi	嬉
shi	撕
shi	膝
shi	熹
shi	羲
shi	禧
shi	蟋
shi	谿
shi	蹊
shi	釐
shi	譆
shi	曦
shi	攜
shi	犧
shi	扱
shi	俙
shi	徆
shi	怷
shi	恓
shi	恄
shi	郋
shi	娭
shi	屖
shi	悕
shi	栖
shi	氥
shi	浠
shi	狶
shi	桸
shi	欷
shi	琋
shi	硒
shi	莃
shi	傒
shi	惁
shi	睎
shi	粞
shi	菥
shi	僁
shi	媐
shi	徯
shi	皙
shi	榽
shi	誒
shi	豨
shi	橀
shi	磎
shi	凞
shi	樨
shi	歖
shi	窸
shi	螇
shi	螅
shi	螝
shi	燨
shi	礂
shi	豯
shi	貕
shi	醯
shi	巂
shi	雟
shi	鵗
shi	巇
shi	爔
shi	饎
shi	騱
shi	孈
shi	酅
shi	瓗
shi	鼷
shi	纗
shi	蠵
shi	鸂
shi	觿
shi	鑴
shi	驨
shi	㕧
shi	忚
shi	吚
shi	㠻
shi	忾
shi	扸
shi	㭊
shi	㛓
shi	牺
shi	胿
shi	捿
shi	焁
shi	焈
shi	晳
shi	焬
shi	䛊
shi	厀
shi	嵠
shi	携
shi	䐖
shi	䖒
shi	㗩
shi	㰿
shi	熈
shi	噏
shi	嬆
shi	蔳
shi	㩘
shi	㩗
shi	擕
shi	㬛
shi	暿
shi	熻
shi	熺
shi	䤈
shi	壐
shi	瞦
shi	䁯
shi	䊝
shi	豀
shi	㩦
shi	黊
shi	㩬
shi	鏭
shi	儶
shi	㼇
shi	隵
shi	㰕
shi	䂀
shi	䳶
shi	䥴
shi	讗
shi	卥
shi	㲸
shi	卤
shi	𣢇
shi	𣢁
shi	𣢍
shi	𠧪
shi	怸
shi	㿽
shi	䀘
shi	𢙅
shi	𢘻
shi	玺
shi	䒊
shi	𧥤
shi	𠩺
shi	𠴭
shi	唽
shi	㶼
shi	㴔
shi	𤭏
shi	㾙
shi	䐅
shi	䙵
shi	𧦭
shi	㜎
shi	㰻
shi	𧋍
shi	䖷
shi	䚙
shi	㓾
shi	㗭
shi	𥈻
shi	䛥
shi	㩉
shi	㾷
shi	𥪦
shi	㯕
shi	燍
shi	𦏁
shi	𨵤
shi	㜯
shi	㬢
shi	㱆
shi	𤮆
shi	𤺊
shi	𧤪
shi	繥
shi	䶋
shi	𡃨
shi	𢨛
shi	𢸤
shi	觹
shi	𧬈
shi	𧬊
shi	𧬜
shi	䟇
shi	嚱
shi	㺣
shi	𢥘
shi	𧓬
shi	鬹
shi	觽
shi	䨳
shi	㽯
shi	䵱
shi	㕃
shi	𣢑
shi	𠨚
shi	𦮐
shi	𠶨
shi	𧿝
shi	𧆲
shi	𨋦
shi	𨳛
shi	𤠓
shi	𦋅
shi	𧋐
shi	𠟊
shi	㣰
shi	𧳐
shi	𧻶
shi	𧼡
shi	𩾼
shi	𢿴
shi	𩒽
shi	𧜝
shi	𩗱
shi	㘊
shi	𤬘
shi	𤮙
shi	𥼤
shi	𧹶
shi	𩭡
shi	𢀊
shi	𧀬
shi	㚀
shi	𢋼
shi	𢨟
shi	𢹍
shi	𣎮
shi	𤃪
shi	𣟵
shi	𣤴
shi	𤣑
shi	𩺫
shi	𤮯
shi	𧔠
shi	𪓷
shi	𤓚
shi	𧟃
shi	𡰢
shi	𨏳
shi	𩽨
shi	𪈥
shi	𠔃
shi	𠬯
shi	𢁙
shi	𠧜
shi	吸
shi	𣢂
shi	󿿱
shi	𠬹
shi	𡱁
shi	𣂔
shi	𣢎
shi	𢂞
shi	㢴
shi	𢓽
shi	𢙍
shi	𢬾
shi	𣫴
shi	𡲑
shi	𡸔
shi	𢚊
shi	𣶁
shi	犀
shi	㹷
shi	𥅹
shi	𥅝
shi	𥅳
shi	𠌜
shi	𠞂
shi	𡥷
shi	𡲖
shi	𡲔
shi	𢜣
shi	𣇮
shi	𣣐
shi	𣨗
shi	𤚌
shi	𧊸
shi	𡟮
shi	𢝕
shi	𣕆
shi	𦜔
shi	𦳊
shi	𧋉
shi	𧻑
shi	𡪂
shi	𥺶
shi	𥺚
shi	𧌨
shi	𧌐
shi	𧎀
shi	𧣰
shi	𢿍
shi	𤧧
shi	𤲺
shi	𥻏
shi	𦫦
shi	𦸝
shi	𧣽
shi	𨤭
shi	𨿕
shi	𩛉
shi	𢶐
shi	𤎿
shi	𤏴
shi	𦫬
shi	𧎴
shi	𧤢
shi	嶲
shi	𩜂
shi	𢐯
shi	𣛼
shi	𦡩
shi	𦡀
shi	𧪷
shi	𡣸
shi	𢤮
shi	𢹂
shi	𥋟
shi	𦏡
shi	𧓈
shi	𨟎
shi	𨣓
shi	𩝮
shi	𡾞
shi	𡾟
shi	𤂴
shi	𦆈
shi	𧒓
shi	𧥁
shi	𩤻
shi	𤳬
shi	𩞡
shi	𧓾
shi	𨤺
shi	𩟄
shi	𧮄
shi	𧕆
shi	𧕉
shi	𩱗
shi	𧲘
shi	𩧎
shi	𨤅
shi	𩽌
shi	𠨋
shi	𠆱
shi	𠔍
shi	𠘕
shi	𠧧
shi	𠬰
shi	𠺒
shi	𡁱
shi	𡏛
shi	𡗳
shi	𡘡
shi	𡢰
shi	𡳚
shi	𡻎
shi	𢁫
shi	𢐱
shi	𢑧
shi	𢗴
shi	𢘤
shi	𣃎
shi	𣌀
shi	𣤳
shi	𤋮
shi	𤎹
shi	𤐤
shi	𤡯
shi	𤢀
shi	𤥒
shi	𤬕
shi	𤳥
shi	𤶈
shi	𤶰
shi	𤷡
shi	𤹊
shi	𤺰
shi	𥂪
shi	𥡙
shi	𥱲
shi	𥼔
shi	𥾘
shi	𦐠
shi	𦙝
shi	𦜱
shi	𦞃
shi	𦞮
shi	𦠡
shi	𦤈
shi	𦩭
shi	𦼗
shi	𧀒
shi	𧁶
shi	𧁷
shi	𧁸
shi	𧄵
shi	𧋇
shi	𧌥
shi	𧜌
shi	𧥅
shi	𧥏
shi	𧯗
shi	𧶖
shi	𧹏
shi	𧹨
shi	𧾿
shi	𨇑
shi	𨘻
shi	𨡇
shi	𨢘
shi	𨤲
shi	𨥁
shi	𨬠
shi	𨵎
shi	𨿛
shi	𨿸
shi	𩅖
shi	𩲭
shi	󺟅
shi	󺟆
shi	󺟹
shi	󺠜
shi	󺡒
shi	󺢌
shi	󺢳
shi	󺢴
shi	󺦊
shi	󺧑
shi	󺨨
shi	󺩖
shi	󺭉
shi	󺰮
shi	󺲸
shi	󺳰
shi	󺴦
shi	󺵢
shi	󺸊
shi	󺹍
shi	󺺡
shi	󺺴
shi	󺻄
shi	󺻧
shi	󺾉
shi	󻌌
shi	󻐼
shi	󻒓
shi	󻕈
shi	󻕽
shi	󻕾
shi	󻘄
shi	𪴫
shi	𫓫
shi	𫑞
shi	󹀟
shi	󹁋
shi	󹂫
shi	󹃏
shi	󹃣
shi	󽿅
shi	󽿂
shi	󽾙
shi	󽷫
shi	󽯳
shi	󽭖
shi	󽬄
shi	󽛧
shi	󽗧
shi	󽔬
shi	󽓠
shi	󽐮
shi	󽏾
shi	󽏝
shi	󽍋
shi	󽋗
shi	󺝐
shi	󺜆
shi	󺛦
shi	󺙁
shi	󺕡
shi	󺔸
shi	󺔷
shi	󺔂
shi	󺓀
shi	󺒪
shi	󺑱
shi	󺐅
shi	󺏪
shi	󺋝
shi	󺊣
shi	󺇉
shi	󺄢
shi	󺃽
shi	󹸾
shi	󹸣
shi	󹷖
shi	󹳪
shi	󹲎
shi	𫱃
shi	𫵠
shi	󽂢
shi	󽀭
shi	󼾬
shi	󼼇
shi	󼹾
shi	󼳮
shi	𬃠
shi	󼬥
shi	󼬄
shi	󼥟
shi	󼠥
shi	󼟘
shi	𪷀
shi	󼜷
shi	󼜯
shi	󼜮
shi	󼓬
shi	󼒘
shi	𬛐
shi	󿮃
shi	󼎳
shi	󼋈
shi	󼄘
shi	𪷨
shi	󼂉
shi	𫘊
shi	󹰚
shi	󹯶
shi	󹭿
shi	󹫚
shi	󹩹
shi	󹩍
shi	󹥣
shi	󹤃
shi	󹣼
shi	󹣌
shi	󹟻
shi	󻺓
shi	𬞥
shi	󻹂
shi	𫙘
shi	󻴢
shi	󻱪
shi	𬞭
shi	𬪲
shi	󻬜
shi	󻬛
shi	󻦬
shi	𪾅
shi	󻟊
shi	󻞸
shi	𫇢
shi	𫇣
shi	覀
shi	䜣
shi	诶
shi	饻
shi	渓
shi	铣
shi	舾
shi	煕
shi	锡
shi	㷩
shi	餏
shi	㪧
shi	犠
shi	㶉
shi	鯑
shi	鱚
shi	󹝉
shi	󹙤
shi	󹙔
shi	󹙎
shi	󹙆
shi	󹘀
shi	󹗟
shi	󹖸
shi	󹖦
shi	󹖡
shi	󹔮
shi	󹓝
shi	󹓋
shi	󹑁
shi	󹐩
shi	󹌶
shi	󹌮
shi	𢗣
shi	𢗦
shi	𣥛
shi	𡱝
shi	𢘳
shi	𣴌
shi	𤇐
shi	𤞏
shi	𨚹
shi	𠊆
shi	𠒓
shi	𤈇
shi	𥙘
shi	𦚵
shi	𣒓
shi	𦕞
shi	𦕩
shi	𧟭
shi	𨈲
shi	𠻑
shi	𤋔
shi	𥮁
shi	𥺗
shi	𢞍
shi	𤌳
shi	𤨊
shi	𥛎
shi	𨡂
shi	𡼧
shi	𠘑
shi	𤏁
shi	𥛹
shi	𥱛
shi	𤀠
shi	𪎢
shi	𥴅
shi	𢤻
shi	𨬯
shi	𪻩
shi	𪹎
shi	𫘬
shi	𪟱
shi	𫍻
shi	𫒖
shi	𪬤
shi	𪼟
shi	𪺙
shi	𪼯
shi	𪽦
shi	𫄹
shi	𫔔
shi	𫜜
shi	󹀂
shi	󿭩
shi	󰐘
shi	󰔇
shi	󰕆
shi	󰘕
shi	󰘗
shi	󰘥
shi	󰙷
shi	󰞒
shi	󰞪
shi	󰟏
shi2	昔
shi2	席
shi2	息
shi2	惜
shi2	習
shi2	媳
shi2	熄
shi2	蓆
shi2	錫
shi2	檄
shi2	濕
shi2	褶
shi2	襲
shi2	郋
shi2	欯
shi2	棤
shi2	焟
shi2	腊
shi2	嶍
shi2	蒠
shi2	裼
shi2	覡
shi2	槢
shi2	瘜
shi2	蝷
shi2	獥
shi2	薂
shi2	隰
shi2	謵
shi2	鎴
shi2	霫
shi2	飁
shi2	騽
shi2	鰼
shi2	驨
shi2	㛭
shi2	㛫
shi2	㝜
shi2	猎
shi2	㫺
shi2	雭
shi2	㴧
shi2	㠄
shi2	㮩
shi2	漝
shi2	蒵
shi2	趘
shi2	憇
shi2	䗑
shi2	䫣
shi2	齚
shi2	㒪
shi2	𡗞
shi2	怸
shi2	𢘻
shi2	𣈏
shi2	㱤
shi2	椺
shi2	𦞜
shi2	𦷲
shi2	趞
shi2	䣠
shi2	䣟
shi2	㿇
shi2	䨛
shi2	䒁
shi2	𧐔
shi2	䭒
shi2	䯜
shi2	㔒
shi2	䚫
shi2	𦪿
shi2	𣳬
shi2	𧿅
shi2	𣒃
shi2	𨛳
shi2	𧆲
shi2	𨀙
shi2	𨻁
shi2	𩲁
shi2	㦻
shi2	𦸚
shi2	𧎈
shi2	𤎳
shi2	𥰝
shi2	𥋁
shi2	𥱵
shi2	𪃼
shi2	𪄶
shi2	𪕯
shi2	𠩌
shi2	𠩛
shi2	𢙆
shi2	𠋱
shi2	𣨗
shi2	𡩤
shi2	𣺯
shi2	𨻋
shi2	𠪞
shi2	𤡡
shi2	𥔆
shi2	𦝙
shi2	𨻸
shi2	𨻽
shi2	𢡽
shi2	𠿇
shi2	𣊦
shi2	𣜥
shi2	𧪩
shi2	𩄜
shi2	𤂽
shi2	𨻿
shi2	𩀦
shi2	𦒣
shi2	𪄛
shi2	𤓔
shi2	𩧎
shi2	𧟛
shi2	𧟟
shi2	𡡁
shi2	𢄭
shi2	𤴭
shi2	𥫄
shi2	𥱊
shi2	𦎁
shi2	𦠪
shi2	𦢟
shi2	𧚻
shi2	𧿎
shi2	𨡺
shi2	𨧀
shi2	𨻥
shi2	𩤕
shi2	𩷛
shi2	󺞢
shi2	󺡆
shi2	󺢧
shi2	󺩇
shi2	󺭕
shi2	󺱕
shi2	󺴫
shi2	󻋊
shi2	𫠃
shi2	𪪌
shi2	󽎠
shi2	󽊑
shi2	󺜕
shi2	󺙄
shi2	󺓨
shi2	󺊓
shi2	󽆏
shi2	𬛄
shi2	𪴮
shi2	󼿐
shi2	󼰸
shi2	󼬸
shi2	𪦞
shi2	󼞞
shi2	𪹒
shi2	󼜟
shi2	󼘣
shi2	󼑅
shi2	󼍧
shi2	󼍢
shi2	󼌰
shi2	󼌨
shi2	𫎯
shi2	󻽳
shi2	󹧉
shi2	𫏛
shi2	󻣟
shi2	习
shi2	袭
shi2	觋
shi2	鳛
shi2	󹞳
shi2	󹋅
shi2	𢃟
shi2	𢚞
shi2	𢛻
shi2	𢜇
shi2	𤦘
shi2	𥈣
shi2	𥺮
shi2	𦁬
shi2	𣄹
shi2	𣊏
shi2	𥔷
shi2	𨎒
shi2	𨫧
shi2	𩘴
shi2	𢥔
shi2	𠑳
shi2	𫗸
shi2	𫀥
shi2	𫘱
shi2	𫊘
shi2	󰖘
shi3	洗
shi3	徙
shi3	喜
shi3	禧
shi3	璽
shi3	鰓
shi3	冼
shi3	枲
shi3	洒
shi3	葸
shi3	屣
shi3	漇
shi3	蓗
shi3	蓰
shi3	敼
shi3	諰
shi3	簁
shi3	蟢
shi3	蹝
shi3	囍
shi3	杫
shi3	𠶮
shi3	愢
shi3	鈢
shi3	葈
shi3	憘
shi3	憙
shi3	壐
shi3	簛
shi3	糦
shi3	䢄
shi3	籭
shi3	躧
shi3	喺
shi3	玺
shi3	𠪙
shi3	鉩
shi3	𢒩
shi3	𧚺
shi3	䈢
shi3	𩌦
shi3	𪖥
shi3	𧥖
shi3	𠉢
shi3	𤤱
shi3	𧺨
shi3	𨜐
shi3	𢇌
shi3	𧣩
shi3	𣯪
shi3	𦂅
shi3	𢒲
shi3	𨞘
shi3	𪖪
shi3	𢓊
shi3	𨑭
shi3	𣳳
shi3	𡱦
shi3	𣶓
shi3	㹷
shi3	𡔯
shi3	𣹍
shi3	𦱓
shi3	𨔀
shi3	𡕝
shi3	𡲴
shi3	𦁡
shi3	𦷚
shi3	𣘩
shi3	𥯲
shi3	𨁾
shi3	𥊂
shi3	𢐭
shi3	𧪳
shi3	𩋀
shi3	𨖤
shi3	𨗬
shi3	𩌳
shi3	𤫆
shi3	𧥗
shi3	𩎉
shi3	𡅕
shi3	𡊒
shi3	𢊚
shi3	𢝫
shi3	𥞔
shi3	𦖷
shi3	𦘤
shi3	𦤯
shi3	𨧀
shi3	𨮪
shi3	󺟐
shi3	󺣲
shi3	󺬼
shi3	󺶮
shi3	󻕗
shi3	𪨊
shi3	󹁘
shi3	󹂕
shi3	󽇚
shi3	𫍰
shi3	󺓳
shi3	󺒁
shi3	󽁾
shi3	󼧟
shi3	𫈾
shi3	󼗵
shi3	𬢮
shi3	󼆒
shi3	󻿝
shi3	󻼒
shi3	𫆎
shi3	𫬔
shi3	󻴃
shi3	󻱱
shi3	󻨞
shi3	󻢼
shi3	𫬹
shi3	铣
shi3	鳃
shi3	鱚
shi3	󹙆
shi3	𪞉
shi3	㛉
shi3	𡶼
shi3	𠺇
shi3	𣚱
shi3	橲
shi3	𡄝
shi3	𨭎
shi3	𠓘
shi3	𪹎
shi3	𪮬
shi3	󰓶
shi3	󰘕
shi3	󰘗
shi3	󰚤
shi4	夕
shi4	汐
shi4	系
shi4	矽
shi4	係
shi4	細
shi4	翕
shi4	愾
shi4	隙
shi4	潟
shi4	歙
shi4	戲
shi4	繫
shi4	卌
shi4	扢
shi4	妎
shi4	呬
shi4	忥
shi4	怬
shi4	穸
shi4	肸
shi4	咥
shi4	恄
shi4	盻
shi4	籺
shi4	郤
shi4	釳
shi4	釸
shi4	傒
shi4	塈
shi4	摡
shi4	舄
shi4	慀
shi4	滊
shi4	綌
shi4	赩
shi4	鄎
shi4	熂
shi4	禊
shi4	緆
shi4	潝
shi4	褉
shi4	覤
shi4	蕮
shi4	黖
shi4	謑
shi4	虩
shi4	鎎
shi4	餼
shi4	鬩
shi4	霫
shi4	闟
shi4	齂
shi4	屭
shi4	衋
shi4	鑴
shi4	匸
shi4	戏
shi4	忾
shi4	㳊
shi4	㣟
shi4	欪
shi4	郄
shi4	屓
shi4	䧍
shi4	赥
shi4	椞
shi4	翖
shi4	舃
shi4	雭
shi4	㒆
shi4	嘅
shi4	墍
shi4	犔
shi4	蒵
shi4	隟
shi4	噏
shi4	憘
shi4	戯
shi4	䊠
shi4	憙
shi4	戱
shi4	䦧
shi4	嚊
shi4	䜁
shi4	虩
shi4	韢
shi4	霼
shi4	䏌
shi4	𠤴
shi4	𡉙
shi4	𥝖
shi4	肹
shi4	㞒
shi4	㰥
shi4	𥍠
shi4	𡭴
shi4	㭡
shi4	𥍧
shi4	䚷
shi4	㑶
shi4	㴔
shi4	𩚤
shi4	𢟪
shi4	㨙
shi4	𧚃
shi4	𨳿
shi4	稧
shi4	𦷲
shi4	䛥
shi4	𨻶
shi4	𥉐
shi4	𥎃
shi4	𨝫
shi4	䈪
shi4	縘
shi4	𦃟
shi4	䐼
shi4	𧎵
shi4	䙎
shi4	𧡩
shi4	磶
shi4	䮎
shi4	嚱
shi4	𤄎
shi4	㸍
shi4	䵱
shi4	𠦌
shi4	𠬬
shi4	𠰝
shi4	𣢓
shi4	𣢊
shi4	𡘐
shi4	𡜧
shi4	𡶯
shi4	𣳦
shi4	𢭁
shi4	𧉁
shi4	𡙄
shi4	𡝧
shi4	𡙐
shi4	𣣉
shi4	𡦎
shi4	𦝜
shi4	𦞝
shi4	𧧹
shi4	𨐛
shi4	䲪
shi4	𢡁
shi4	𩎥
shi4	𩗊
shi4	𩿛
shi4	𢢰
shi4	𣚔
shi4	𥻥
shi4	𦩶
shi4	𡃢
shi4	𣤢
shi4	𧤟
shi4	𧪢
shi4	𧱲
shi4	𪕆
shi4	𢤋
shi4	㦦
shi4	𩥀
shi4	𧹽
shi4	𩦇
shi4	𪅲
shi4	𡛐
shi4	𢁴
shi4	𢖴
shi4	𢪑
shi4	𣲠
shi4	𠦜
shi4	𨚥
shi4	𠜗
shi4	𣴁
shi4	𢂲
shi4	㤸
shi4	𥸽
shi4	𨛠
shi4	𡍳
shi4	𡭽
shi4	𡮂
shi4	𧦁
shi4	𩚋
shi4	𥿭
shi4	𥿳
shi4	𦐬
shi4	舄
shi4	𨜪
shi4	𨥊
shi4	𡟲
shi4	𦫜
shi4	𨻨
shi4	𠟖
shi4	𡏲
shi4	𧨃
shi4	𧨞
shi4	𧻸
shi4	𠽧
shi4	𥈜
shi4	𦃁
shi4	𦂞
shi4	𧐆
shi4	𧨻
shi4	𩛹
shi4	𠿇
shi4	𡒖
shi4	𡮱
shi4	𣊣
shi4	𥰥
shi4	𦃝
shi4	𦃛
shi4	𧏨
shi4	𧜋
shi4	𩎰
shi4	𩜐
shi4	𤢧
shi4	䊠
shi4	𩊿
shi4	𢷽
shi4	𧫟
shi4	𧯊
shi4	𧂙
shi4	𪎥
shi4	𪎧
shi4	𥖽
shi4	𩰕
shi4	𩍆
shi4	𡅗
shi4	𧗚
shi4	𧗙
shi4	𩰙
shi4	𣫦
shi4	𠫍
shi4	𡄼
shi4	𡎓
shi4	𡘨
shi4	𡙋
shi4	𢬡
shi4	𤌷
shi4	𥈁
shi4	𥌴
shi4	𥮬
shi4	𥺓
shi4	𥿻
shi4	𧈅
shi4	𧈊
shi4	𧣠
shi4	𧯈
shi4	𨚷
shi4	𨰿
shi4	𨷘
shi4	𨻩
shi4	𩃄
shi4	𩟩
shi4	󺦣
shi4	󺧹
shi4	󺮌
shi4	󺱭
shi4	󺲲
shi4	󺸦
shi4	󺻆
shi4	󺼠
shi4	󺽢
shi4	󻁯
shi4	󻂶
shi4	󻄬
shi4	󻇱
shi4	󻊣
shi4	󻖝
shi4	𪵣
shi4	𪸕
shi4	𪦽
shi4	󽾼
shi4	󽼷
shi4	𪭞
shi4	󽸅
shi4	󽷌
shi4	󽶈
shi4	𪲁
shi4	𪵻
shi4	󿭮
shi4	󽠷
shi4	󽘒
shi4	𫊨
shi4	󺜍
shi4	󺍻
shi4	󺇠
shi4	󺄷
shi4	󺄯
shi4	󹼵
shi4	󹺉
shi4	󹸞
shi4	󹷷
shi4	󼷭
shi4	󼶍
shi4	𬯍
shi4	𪴱
shi4	󼕉
shi4	󼍶
shi4	𫒠
shi4	󹠣
shi4	󻰔
shi4	󻫒
shi4	屃
shi4	饩
shi4	细
shi4	钑
shi4	绤
shi4	阋
shi4	䀌
shi4	󹞱
shi4	󹛁
shi4	󹋖
shi4	𡚵
shi4	𡋆
shi4	𡋔
shi4	𧈷
shi4	𥅎
shi4	𣨒
shi4	𦲎
shi4	𨥘
shi4	𠅴
shi4	𥭹
shi4	𧋬
shi4	𣼒
shi4	𣼓
shi4	𦶽
shi4	𧼆
shi4	𩾪
shi4	𢧽
shi4	𤩚
shi4	㩬
shi4	𪺕
shi4	𪷉
shi4	𫌾
shi4	𪼾
shi4	𪼜
shi4	𫋘
shi4	𫋞
shi4	𫎰
shi4	𫙶
shi4	𫍔
shi4	󰀦
shi4	󰊚
shi4	󰊛
shia	呀
shia	瞎
shia	蝦
shia	岈
shia	颬
shia	鍜
shia	谺
shia	㗇
shia	閕
shia	鰕
shia	豄
shia	㰨
shia	㔠
shia	傄
shia	敮
shia	㦆
shia	㗿
shia	𥁆
shia	𨳉
shia	𣢱
shia	𠽫
shia	𢻗
shia	𣣦
shia	𥈎
shia	𧎂
shia	𤹱
shia	𧯋
shia	𩮂
shia	𩮁
shia	𧯓
shia	𠋚
shia	𣯠
shia	𣰗
shia	𧦎
shia	𧪕
shia	󺯚
shia	󻑵
shia	𫊦
shia	󽗒
shia	󺊁
shia	󼯤
shia	𪰴
shia	󼊐
shia	󻿋
shia	󻿀
shia	󹨰
shia	󹢽
shia	󹡾
shia	󹜎
shia	󹕟
shia	虾
shia	𫚥
shia	󰗧
shia2	匣
shia2	邪
shia2	呷
shia2	狎
shia2	俠
shia2	柙
shia2	洽
shia2	峽
shia2	挾
